Ticker,Open,Close,Volatility,Max Drawdown
AAPL,210.69639587402344,259.2298889160156,0.2132746409092547,-0.09486702423171822
MSFT,501.74456787109375,479.15618896484375,0.1778078151140195,-0.12741232513195055
GOOGL,176.34681701660156,329.07000732421875,0.2786182371923159,-0.08201185586175552
BTC-USD,111326.5546875,90238.5546875,0.2992878974112407,-0.3214698048461442
