Ticker,Open,Close,Volatility,Max Drawdown
AAPL,230.4507598876953,265.8500061035156,0.22469522646943085,-0.13798524235020482
MSFT,515.286865234375,401.3371887207031,0.24999925862952543,-0.2724061568353705
GOOGL,203.18524169921875,304.69000244140625,0.28810395629107477,-0.12124301880104427
BTC-USD,116252.3125,67077.0703125,0.39292284143057926,-0.497388172985468
